inchikey,NR.AhR,NR.AR,NR.AR.LBD,NR.Aromatase,NR.ER,NR.ER.LBD,NR.PPAR.gamma,SR.ARE,SR.ATAD5,SR.HSE,SR.MMP,SR.p53
NKDJNEGDJVXHKM-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKFNBVMJTSYZDV-UHFFFAOYSA-N,0.0,0.0,,,,0.0,,,,,,
NKGFIBABDQHCHZ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKGPJODWTZCHGF-KQYNXXCUSA-N,1.0,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,,1.0
NKHAVTQWNUWKEO-IHWYPQMZSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NKOUWLLFHNBUDW-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKRASMXHSQKLHA-UHFFFAOYSA-M,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,
NKRVGWFEFKCZAP-UHFFFAOYSA-N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKSJNEHGWDZZQF-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKSOSPOXQKNIKJ-CLFAGFIQSA-N,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0
NKTOLZVEWDHZMU-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKYPKIVMIGIWOB-UHFFFAOYSA-N,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLDGJRWPPOSWLC-UHFFFAOYSA-N,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NLDYACGHTUPAQU-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0
NLHHRLWOUZZQLW-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLKNQRATVPKPDG-UHFFFAOYSA-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLMQHXUGJIAKTH-UHFFFAOYSA-N,,,,,,,,,,0.0,,
NLNMKDUYGPNWAO-OXNWJOIVSA-M,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0
NLOALSPYZIIXEO-UHFFFAOYSA-N,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0
NLORYLAYLIXTID-ISLYRVAYSA-N,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0
NLSXASIDNWDYMI-UHFFFAOYSA-N,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0
NLUFDZBOHMOBOE-UHFFFAOYSA-M,,,,,,,,0.0,,0.0,,
NLVFBUXFDBBNBW-PBSUHMDJSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
NLWBJPPMPLPZIE-UHFFFAOYSA-N,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NLXGURFLBLRZRO-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLYDHBBTVWMLFD-UHFFFAOYSA-N,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NLYNIRQVMRLPIQ-BVCZABNKSA-N,,,,,,,,0.0,,0.0,,
NLYNUTMZTCLNOO-UHFFFAOYSA-N,1.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0
NLZUEZXRPGMBCV-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NMCUIPGRVMDVDB-UHFFFAOYSA-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
NMMVKSMGBDRONO-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
NMPPAMFEYWGNCI-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
NMTBSNPBIGRZBL-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NMTNUQBORQILRK-UHFFFAOYSA-N,0.0,0.0,,,,,,1.0,1.0,0.0,0.0,
NMUSYJAQQFHJEW-KVTDHHQDSA-N,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,1.0
NMWQEPCLNXHPDX-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
NNBFNNNWANBMTI-UHFFFAOYSA-M,,0.0,,,,,,,1.0,,1.0,
NNBZCPXTIHJBJL-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
NNDOHYGFLASMFR-UHFFFAOYSA-N,,,,,,,,0.0,,0.0,,
NNHYHQPZMITHQP-AATRIKPKSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
NNICRUQPODTGRU-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
NNJPGOLRFBJNIW-HNNXBMFYSA-N,,0.0,,0.0,0.0,,,,1.0,,1.0,1.0
NNJVILVZKWQKPM-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NNKVPIKMPCQWCG-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NNMHYFLPFNGQFZ-UHFFFAOYSA-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
NNOPDLNHPOLRRE-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
NNWHUJCUHAELCL-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NNYBQONXHNTVIJ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NOEGNKMFWQHSLB-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOGBEXBVDOCGDB-NZTFDADUSA-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
NOIIUHRQUVNIDD-UHFFFAOYSA-N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOJMTMIRQRDZMT-GSPXQYRGSA-N,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,,0.0,1.0,0.0
NONMFFAJXFTYER-UHFFFAOYSA-M,,,,,,,,0.0,,0.0,,
NONUFBPOKYHACM-UHFFFAOYSA-N,,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NOOLISFMXDJSKH-AEJSXWLSSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOOLISFMXDJSKH-KXUCPTDWSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOOLISFMXDJSKH-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOQGZXFMHARMLW-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORZZKKLCYMBBF-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOTCZLKDULMKBR-UHFFFAOYSA-N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOTFZGFABLVTIG-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOXNCSQBTYNMHD-RSAXXLAASA-N,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
NOXZRZKBAKQQAL-UHFFFAOYSA-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOZAQBYNLKNDRT-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0
NPAGDVCDWIYMMC-IZPLOLCNSA-N,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
NPDACUSDTOMAMK-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPFVOOAXDOBMCE-PLNGDYQASA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPFYZDNDJHZQKY-UHFFFAOYSA-N,0.0,0.0,,,1.0,,0.0,,0.0,,1.0,0.0
NPIJXCQZLFKBMV-YTGGZNJNSA-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
NPMMOYKGIWLASW-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
NPNUFJAVOOONJE-GFUGXAQUSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPOJQCVWMSKXDN-UHFFFAOYSA-N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPPBLUASYYNAIG-ZIGBGYJWSA-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
NPPJLSILDPVHCM-UHFFFAOYSA-N,,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0
NPPQSCRMBWNHMW-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPUKDXXFDDZOKR-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
NPUZIGSOEWMFKK-UHFFFAOYSA-N,,,,,,,,,,0.0,,
NQBWNECTZUOWID-UHFFFAOYSA-N,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,0.0,0.0,0.0
NQBXSWAWVZHKBZ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NQDJXKOVJZTUJA-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NQEDLIZOPMNZMC-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NQGIJDNPUZEBRU-UHFFFAOYSA-N,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NQGXBCFYKSNZSL-ARUYDIFXSA-L,,,,,,,,0.0,,0.0,,
NQHXCOAXSHGTIA-SKXNDZRYSA-N,0.0,0.0,1.0,,,,,,0.0,1.0,1.0,
NQIZCDQCNYCVAS-UHFFFAOYSA-N,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,
NQPDXQQQCQDHHW-UHFFFAOYSA-N,,0.0,0.0,1.0,,,0.0,,,,1.0,
NQPDZGIKBAWPEJ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NQQBTWVFKDDVIB-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NQQVFXUMIDALNH-UHFFFAOYSA-N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NQRYJNQNLNOLGT-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
NQSPCUFTRBYYOS-UHFFFAOYSA-M,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NQUVCRCCRXRJCK-UHFFFAOYSA-N,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NQWRSILGEXNJIT-UHFFFAOYSA-N,0.0,0.0,0.0,,,0.0,0.0,,,,,
NRFJZTXWLKPZAV-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NRHMKIHPTBHXPF-TUJRSCDTSA-M,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NRHUDETYKUBQJT-BTQNPOSSSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
NRNCYVBFPDDJNE-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NRPKURNSADTHLJ-UHFFFAOYSA-N,,0.0,,,,,,,0.0,,,1.0
NRUKOCRGYNPUPR-NFIYYIGVSA-N,,0.0,,,,0.0,,,0.0,,,1.0
NRXQIUSYPAHGNM-UHFFFAOYSA-N,0.0,0.0,,1.0,,,,,,0.0,,1.0
NRZPASQBOYNGHR-HWROMZCQSA-M,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NRZWYNLTFLDQQX-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
NSBRKSWSLRQPJW-WWLNLUSPSA-N,,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0
NSFFHOGKXHRQEW-DVRIZHICSA-N,0.0,0.0,0.0,,0.0,,1.0,,1.0,,,1.0
NSILVESQCSUIAJ-UHFFFAOYSA-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
NSMXQKNUPPXBRG-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSOXQYCFHDMMGV-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSPMIYGKQJPBQR-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
NSVFSAJIGAJDMR-UHFFFAOYSA-N,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0
NSWAMPCUPHPTTC-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSYUKKYYVFVMST-LETVYOFWSA-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
NSYZCCDSJNWWJL-YXOIYICCSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
NTACMHVXGGGRQU-UHFFFAOYSA-N,,,,,,,,0.0,,0.0,,
NTAFJUSDNOSFFY-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0
NTBYINQTYWZXLH-UHFFFAOYSA-N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTDQQZYCCIDJRK-UHFFFAOYSA-N,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,,1.0,0.0
NTHXOOBQLCIOLC-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
NTIZESTWPVYFNL-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTJHUKMPVIFDNY-CZNPUCISSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTJOBXMMWNYJFB-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTLJTUMJJWVCTL-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
NTNZDKLXIBVSQQ-UHFFFAOYSA-N,,1.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0
NTPLXRHDUXRPNE-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTQYXUJLILNTFH-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
NTSLROIKFLNUIJ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTUISTSMMNDSGF-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
NTWXWSVUSTYPJH-UHFFFAOYSA-M,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
NTXGFKWLJFHGGJ-ACCUITESSA-N,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NTYJJOPFIAHURM-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUANGSLQWFBVEH-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUBQKPWHXMGDLP-BDEHJDMKSA-N,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUFNQYOELLVIPL-UHFFFAOYSA-N,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUHPODZZKHQQET-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUIURNJTPRWVAP-UHFFFAOYSA-N,1.0,0.0,0.0,0.0,,1.0,0.0,,1.0,0.0,0.0,0.0
NUJGJRNETVAIRJ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUKVZKPNSKJGBK-SPIKMXEPSA-N,1.0,0.0,0.0,,,,,,0.0,,,0.0
NUKYPUAOHBNCPY-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUMQCACRALPSHD-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
NUNIWXHYABYXKF-UHFFFAOYSA-N,,,,,,,,,,0.0,,
NUPJIGQFXCQJBK-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUPSHWCALHZGOV-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUUZKOFSZIWYSC-UHFFFAOYSA-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUVBSKCKDOMJSU-UHFFFAOYSA-N,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUXLENPAZQNFAM-FFHNEAJVSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
NUZWLKWWNNJHPT-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NVEQFIOZRFFVFW-RGCMKSIDSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NVGOPFQZYCNLDU-UHFFFAOYSA-N,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NVIAYEIXYQCDAN-CLZZGJSISA-N,,,,,,,,0.0,,0.0,,
NVKAWKQGWWIWPM-ABEVXSGRSA-N,0.0,1.0,1.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
NVLSIZITFJRWPY-ONEGZZNKSA-N,0.0,0.0,,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
NVLYEUVHRBEXNK-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
NVMNEWNGLGACBB-UHFFFAOYSA-N,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
NVUGEQAEQJTCIX-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NVVZEKTVIXIUKW-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NVYQDQZEMGUESH-UHFFFAOYSA-N,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWBJYWHLCVSVIJ-UHFFFAOYSA-N,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
NWDRKFORNVPWLY-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWGKJDSIEKMTRX-AAZCQSIUSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHNXXMYEICZAT-UHFFFAOYSA-N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWIBSHFKIJFRCO-WUDYKRTCSA-N,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,1.0
NWIUTZDMDHAVTP-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWIVYGKSHSJHEF-UHFFFAOYSA-N,1.0,0.0,0.0,,,0.0,0.0,,0.0,,,
NWLUZGJDEZBBRH-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
NWPKEYHUZKMWKJ-UHFFFAOYSA-N,0.0,0.0,0.0,,1.0,1.0,,,0.0,,1.0,
NWPNXBQSRGKSJB-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
NWPRCRWQMGIBOT-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWPWRAWAUYIELB-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWUWYYSKZYIQAE-WMCAAGNKSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWVVVBRKAWDGAB-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
NWWORXYTJRPSMC-QKPAOTATSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWWZPOKUUAIXIW-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
NWZBFJYXRGSRGD-UHFFFAOYSA-M,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,
NXBXJOWBDCQIHF-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NXFQHRVNIOXGAQ-UHFFFAOYSA-N,0.0,0.0,,,0.0,0.0,,1.0,0.0,0.0,1.0,0.0
NXFQWRWXEYTOTK-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
NXJCRELRQHZBQA-UHFFFAOYSA-N,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0
NXMXETCTWNXSFG-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NXQMCAOPTPLPRL-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NXTDJHZGHOFSQG-UHFFFAOYSA-N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NXTNASSYJUXJDV-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NXXYKOUNUYWIHA-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCBYBDDECLFPE-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
NYDXNILOWQXUOF-GXKRWWSZSA-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
NYEPHMYJRNWPLA-UHFFFAOYSA-N,1.0,0.0,1.0,1.0,0.0,,,,0.0,1.0,1.0,1.0
NYIZXMGNIUSNKL-UHFFFAOYSA-N,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
NYKCGQQJNVPOLU-ONTIZHBOSA-N,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYLJGSLNIOEAHY-FZNHGJLXSA-N,,,,,,,,0.0,,0.0,,
NYPJDWWKZLNGGM-RPWUZVMVSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
NYPJDWWKZLNGGM-UHFFFAOYSA-N,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,1.0,0.0
NYPYHUZRZVSYKL-ZETCQYMHSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYTOUQBROMCLBJ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NZASCBIBXNPDMH-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NZBGFGGNLREHFL-UHFFFAOYSA-N,,,,,,,,0.0,,0.0,,
NZCRJKRKKOLAOJ-XRCRFVBUSA-N,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
NZDMFGKECODQRY-UHFFFAOYSA-N,0.0,0.0,,,,,,,0.0,,,
NZEDTZKNEKPBGR-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NZFNXWQNBYZDAQ-UHFFFAOYSA-N,,0.0,,,,,,,,,,
NZGWDASTMWDZIW-MRVPVSSYSA-N,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NZHGWWWHIYHZNX-CSKARUKUSA-N,,0.0,,,0.0,0.0,,,1.0,,,0.0
NZYOAGBNMCVQIV-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NZZIMKJIVMHWJC-UHFFFAOYSA-N,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
